电影,#genre#
台湾|龙华偶像,https://smart.pendy.dpdns.org/Smart.php?id=lunghuaidol_twn
台湾|AXN Taiwan,https://smart.pendy.dpdns.org/Smart.php?id=axn_twn
台湾|靖天国际台,https://smart.pendy.dpdns.org/Smart.php?id=jingtianintl_twn
台湾|年代新闻,https://smart.pendy.dpdns.org/Smart.php?id=niandainews_twn
台湾|纬来日本台,https://smart.pendy.dpdns.org/Smart.php?id=videolandjapan
台湾|纬来电影台,https://smart.pendy.dpdns.org/Smart.php?id=videolandmovie
台湾|纬来体育台,https://smart.pendy.dpdns.org/Smart.php?id=videolandsport
台湾|纬来综合台,https://smart.pendy.dpdns.org/Smart.php?id=videolandzonghe
台湾|纬来育乐,https://smart.pendy.dpdns.org/Smart.php?id=videolandyule
台湾|纬来精彩,https://smart.pendy.dpdns.org/Smart.php?id=videolandspecial_twn
台湾|好消息 2,https://smart.pendy.dpdns.org/Smart.php?id=good2_twn
台湾|大爱2台,https://smart.pendy.dpdns.org/Smart.php?id=daai2_twn
台湾|亚洲美食,https://smart.pendy.dpdns.org/Smart.php?id=afc_twn
台湾|美食星球,https://smart.pendy.dpdns.org/Smart.php?id=foodplanet_twn
台湾|亚洲旅游 TLC Asia,https://smart.pendy.dpdns.org/Smart.php?id=tlc_twn
台湾|东森电影 ETTV Movie,https://smart.pendy.dpdns.org/Smart.php?id=ettvmovie
台湾|阿里郎 Arirang,https://smart.pendy.dpdns.org/Smart.php?id=arirang_twn
台湾|博斯运动 1,https://smart.pendy.dpdns.org/Smart.php?id=bosisport1_twn
台湾|博斯运动 2,https://smart.pendy.dpdns.org/Smart.php?id=bosisport2_twn
台湾|博斯高球2 HD,https://smart.pendy.dpdns.org/Smart.php?id=bosigolf2_twn
台湾|博斯网球 HD,https://smart.pendy.dpdns.org/Smart.php?id=bositennis_twn
台湾|东森洋片 ETTV Western,https://smart.pendy.dpdns.org/Smart.php?id=ettvwestern
台湾|龙华洋片 Lunghua Western,https://smart.pendy.dpdns.org/Smart.php?id=lunghuawestern_twn
台湾|博斯无限,https://smart.pendy.dpdns.org/Smart.php?id=bosiunlimited_twn
台湾|MTV Live,https://smart.pendy.dpdns.org/Smart.php?id=mtvhd_twn
台湾|龙详时代,https://smart.pendy.dpdns.org/Smart.php?id=lungxiangtime_twn
台湾|EYETV 旅游,https://smart.pendy.dpdns.org/Smart.php?id=eyetvtravel_twn
台湾|靖天卡通台,https://smart.pendy.dpdns.org/Smart.php?id=jingtiancartoon_twn
台湾|EYETV 戏剧,https://smart.pendy.dpdns.org/Smart.php?id=eyetvxiju_twn
台湾|卫视中文台 Star Movies Chinese,https://smart.pendy.dpdns.org/Smart.php?id=weishichinese_twn
台湾|东森幼幼 Yoyo TV,https://smart.pendy.dpdns.org/Smart.php?id=yoyo_twn
台湾|卫视电影台,https://smart.pendy.dpdns.org/Smart.php?id=weishimovie_twn
台湾|美亚电影,https://smart.pendy.dpdns.org/Smart.php?id=meiyamovie_twn
台湾|爱尔达影剧台,https://smart.pendy.dpdns.org/Smart.php?id=eltayingju_twn
台湾|爱尔达综合台,https://smart.pendy.dpdns.org/Smart.php?id=eltazonghe_twn
台湾|星卫电影,https://smart.pendy.dpdns.org/Smart.php?id=xingwei_movie
台湾|爱尔达影剧,https://smart.pendy.dpdns.org/Smart.php?id=eltayingju_twn
台湾|AFC 亚洲旅游台,https://smart.pendy.dpdns.org/Smart.php?id=asiatravel_twn
台湾|爱尔达体育2台,https://smart.pendy.dpdns.org/Smart.php?id=eltasport2_twn
台湾|爱尔达体育3台,https://smart.pendy.dpdns.org/Smart.php?id=eltasport3_twn

电影,#genre#
电影频道|HBO_HD,https://smart.pendy.dpdns.org/Smart.php?id=hbohd_twn
电影频道|HBO_HITS,https://smart.pendy.dpdns.org/Smart.php?id=hbohit_twn
电影频道|Hollywood Movies,https://smart.pendy.dpdns.org/Smart.php?id=hollywoodmovies_twn
电影频道|CCTV-6,https://smart.pendy.dpdns.org/Smart.php?id=cctv6
电影频道|CINEMAX,https://smart.pendy.dpdns.org/Smart.php?id=cinemax_twn
电影频道|Cinemax,https://smart.pendy.dpdns.org/Smart.php?id=Cinemax
电影频道|AXN Taiwan,https://smart.pendy.dpdns.org/Smart.php?id=axn_twn
电影频道|大爱2台,https://smart.pendy.dpdns.org/Smart.php?id=daai2_twn
电影频道|东森电影 ETTV Movie,https://smart.pendy.dpdns.org/Smart.php?id=ettvmovie
电影频道|东森洋片 ETTV Western,https://smart.pendy.dpdns.org/Smart.php?id=ettvwestern
电影频道|龙华洋片 Lunghua Western,https://smart.pendy.dpdns.org/Smart.php?id=lunghuawestern_twn
电影频道|Animax,https://smart.pendy.dpdns.org/Smart.php?id=Animax
电影频道|龙详时代,https://smart.pendy.dpdns.org/Smart.php?id=lungxiangtime_twn
电影频道|Movies Now HD,https://smart.pendy.dpdns.org/Smart.php?id=moviesnow_raj
电影频道|Star Movies HD,https://smart.pendy.dpdns.org/Smart.php?id=starmovies_raj
电影频道|卫视中文台 Star Movies Chinese,https://smart.pendy.dpdns.org/Smart.php?id=weishichinese_twn
电影频道|HBO Family,https://smart.pendy.dpdns.org/Smart.php?id=Hbofamily
电影频道|Hits,https://smart.pendy.dpdns.org/Smart.php?id=Hits
电影频道|Warner TV,https://smart.pendy.dpdns.org/Smart.php?id=WarnerTV
电影频道|卫视电影台,https://smart.pendy.dpdns.org/Smart.php?id=weishimovie_twn
电影频道|HBO HD,https://smart.pendy.dpdns.org/Smart.php?id=Hbo
电影频道|美亚电影,https://smart.pendy.dpdns.org/Smart.php?id=meiyamovie_twn
电影频道|HBO Signature,https://smart.pendy.dpdns.org/Smart.php?id=Hbosignature
电影频道|HBO Hits,https://smart.pendy.dpdns.org/Smart.php?id=Hbohitshd
电影频道|星卫电影,https://smart.pendy.dpdns.org/Smart.php?id=xingwei_movie
电影频道|SCM,https://smart.pendy.dpdns.org/Smart.php?id=Weishimovie
电影频道|Dreamworks,https://smart.pendy.dpdns.org/Smart.php?id=Dreamworks
电影频道|Thrill,https://smart.pendy.dpdns.org/Smart.php?id=Thrill
电影频道|Hits Movie,https://smart.pendy.dpdns.org/Smart.php?id=Hitsmovie
电影频道|One,https://smart.pendy.dpdns.org/Smart.php?id=One
电影频道|tvN Movie,https://smart.pendy.dpdns.org/Smart.php?id=Tvnmovie
电影频道|Celestial Classic,https://smart.pendy.dpdns.org/Smart.php?id=Celestial2
电影频道|Celestial Movies HD,https://smart.pendy.dpdns.org/Smart.php?id=Celestialindo
电影频道|Axn HD,https://smart.pendy.dpdns.org/Smart.php?id=Axn
电影频道|Paramount Network,https://smart.pendy.dpdns.org/Smart.php?id=Paramountnetwork
电影频道|Astrol Kplus,https://smart.pendy.dpdns.org/Smart.php?id=Kplus
电影频道|Rock Actions,https://smart.pendy.dpdns.org/Smart.php?id=Rockaction
电影频道|Rock Entertainment,https://smart.pendy.dpdns.org/Smart.php?id=Rockentertain

纪录,#genre#
纪录频道|Natgeo_HD,https://smart.pendy.dpdns.org/Smart.php?id=natgeohd_twn
纪录频道|NatGeo_Wild HD,https://smart.pendy.dpdns.org/Smart.php?id=natgeowild_twn
纪录频道|Animal_Planet,https://smart.pendy.dpdns.org/Smart.php?id=animalplanet_twn
纪录频道|Discovery Asia,https://smart.pendy.dpdns.org/Smart.php?id=discoverytwn_twn
纪录频道|CI,https://smart.pendy.dpdns.org/Smart.php?id=ci_twn
纪录频道|Asia Travel,https://smart.pendy.dpdns.org/Smart.php?id=asiatravel_twn
纪录频道|Discovery HD,https://smart.pendy.dpdns.org/Smart.php?id=discoveryhd_twn
纪录频道|亚洲美食,https://smart.pendy.dpdns.org/Smart.php?id=afc_twn
纪录频道|美食星球,https://smart.pendy.dpdns.org/Smart.php?id=foodplanet_twn
纪录频道|亚洲旅游 TLC Asia,https://smart.pendy.dpdns.org/Smart.php?id=tlc_twn
纪录频道|NatGeo HD,https://smart.pendy.dpdns.org/Smart.php?id=Natgeo
纪录频道|Fashion TV,https://smart.pendy.dpdns.org/Smart.php?id=fashiontv_twn
纪录频道|History,https://smart.pendy.dpdns.org/Smart.php?id=History
纪录频道|BBC Earth HD,https://smart.pendy.dpdns.org/Smart.php?id=bbcearth_twn
纪录频道|BBC Earth Lifestyle,https://smart.pendy.dpdns.org/Smart.php?id=bbclifestyle_twn
纪录频道|MTV Live,https://smart.pendy.dpdns.org/Smart.php?id=mtvhd_twn
纪录频道|NatGeo Wild HD,https://smart.pendy.dpdns.org/Smart.php?id=Natgeowild
纪录频道|Animal Planet (Eng),https://smart.pendy.dpdns.org/Smart.php?id=AnimalPlanet
纪录频道|TLC,https://smart.pendy.dpdns.org/Smart.php?id=Tlc
纪录频道|Foodnetwork Hd,https://smart.pendy.dpdns.org/Smart.php?id=Foodnetwork
纪录频道|HGTV,https://smart.pendy.dpdns.org/Smart.php?id=HGTV
纪录频道|AFC 亚洲旅游台,https://smart.pendy.dpdns.org/Smart.php?id=asiatravel_twn

新闻,#genre#
新闻频道|Skynews,https://smart.pendy.dpdns.org/Smart.php?id=skynews_twn
新闻频道|ABC News,https://smart.pendy.dpdns.org/Smart.php?id=abcnews_glo
新闻频道|东森财经新闻 ETTV Business,https://smart.pendy.dpdns.org/Smart.php?id=ettvcaijing_twn
新闻频道|CBS HD,https://smart.pendy.dpdns.org/Smart.php?id=cbshd_glo
新闻频道|CBSN HD,https://smart.pendy.dpdns.org/Smart.php?id=cbsn_glo
新闻频道|France 24,https://smart.pendy.dpdns.org/Smart.php?id=france24_twn
新闻频道|DW (Deutsch),https://smart.pendy.dpdns.org/Smart.php?id=dw_twn
新闻频道|NHK World,https://smart.pendy.dpdns.org/Smart.php?id=nhkworld_japan
新闻频道|Fox News,https://smart.pendy.dpdns.org/Smart.php?id=foxnews_twn
新闻频道|CGTN,https://smart.pendy.dpdns.org/Smart.php?id=CGTN
新闻频道|CNN International,https://smart.pendy.dpdns.org/Smart.php?id=Cnn
新闻频道|CNN backup,https://smart.pendy.dpdns.org/Smart.php?id=cnn_twn
新闻频道|CNBC,https://smart.pendy.dpdns.org/Smart.php?id=cnbc_twn
新闻频道|CNA,https://smart.pendy.dpdns.org/Smart.php?id=cna
新闻频道|BBC World News,https://smart.pendy.dpdns.org/Smart.php?id=bbcnews_twn
新闻频道|BBC World News,https://smart.pendy.dpdns.org/Smart.php?id=Bbcnews
新闻频道|Bloomberg News,https://smart.pendy.dpdns.org/Smart.php?id=bloomberg_twn
新闻频道|Al-Jazeera,https://smart.pendy.dpdns.org/Smart.php?id=aljazeera_twn

儿童,#genre#
儿童频道|Baby TV Eng,https://smart.pendy.dpdns.org/Smart.php?id=Babytv
儿童频道|CBeebies,https://smart.pendy.dpdns.org/Smart.php?id=Cbeebies
儿童频道|Kids TV,https://smart.pendy.dpdns.org/Smart.php?id=KidsTV
儿童频道|Momo TV,https://smart.pendy.dpdns.org/Smart.php?id=momo1_twn
儿童频道|Animax,https://smart.pendy.dpdns.org/Smart.php?id=Animax
儿童频道|Baby TV,https://smart.pendy.dpdns.org/Smart.php?id=babytv_twn
儿童频道|MiaoMi,https://smart.pendy.dpdns.org/Smart.php?id=MiaoMi
儿童频道|靖天卡通台,https://smart.pendy.dpdns.org/Smart.php?id=jingtiancartoon_twn
儿童频道|东森幼幼 Yoyo TV,https://smart.pendy.dpdns.org/Smart.php?id=yoyo_twn
儿童频道|Cartoon Network,https://smart.pendy.dpdns.org/Smart.php?id=Cn
儿童频道|Nickelodeon,https://smart.pendy.dpdns.org/Smart.php?id=Nickelodeon
儿童频道|Nick Jr,https://smart.pendy.dpdns.org/Smart.php?id=Nickjr

香港,#genre#
香港|翡翠台,https://smart.pendy.dpdns.org/Smart.php?id=jade_twn
香港|翡翠台 backup,https://smart.pendy.dpdns.org/Smart.php?id=Jade_xue
香港|iNews 新闻台,https://smart.pendy.dpdns.org/Smart.php?id=inews_twn
香港|J 2,https://smart.pendy.dpdns.org/Smart.php?id=j2_twn
香港|珍珠台,https://smart.pendy.dpdns.org/Smart.php?id=pearl_twn
香港|凤凰香港,https://smart.pendy.dpdns.org/Smart.php?id=hkphoenix_twn
香港|HOY资讯台,https://smart.pendy.dpdns.org/Smart.php?id=hoycaijing_twn
香港|RHK 31,https://smart.pendy.dpdns.org/Smart.php?id=rhk31_twn
香港|VIUTV1,https://smart.pendy.dpdns.org/Smart.php?id=viu1_twn
香港|RHK 32,https://smart.pendy.dpdns.org/Smart.php?id=rhk32_twn
香港|凤凰卫视,https://smart.pendy.dpdns.org/Smart.php?id=phoenixtv_hd
香港|凤凰资讯,https://smart.pendy.dpdns.org/Smart.php?id=phoenixinfo_hd
香港|Viu6,https://smart.pendy.dpdns.org/Smart.php?id=viusix_twn

中国,#genre#
中国|CCTV-1 综合 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
中国|CCTV-2 财经,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
中国|CCTV-3 综艺 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv3
中国|CCTV-4 中文国际,https://smart.pendy.dpdns.org/Smart.php?id=cctv4
中国|CCTV4 新闻台,https://smart.pendy.dpdns.org/Smart.php?id=Cctv4
中国|CCTV-7 军事农业,https://smart.pendy.dpdns.org/Smart.php?id=cctv7
中国|CCTV-8 电视剧 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv8hd
中国|CCTV-9 记录 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv9hd
中国|CCTV-10 科教 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv10hd
中国|CCTV-11 戏曲,https://smart.pendy.dpdns.org/Smart.php?id=cctv11
中国|CCTV-12 社会与法,https://smart.pendy.dpdns.org/Smart.php?id=cctv12
中国|CCTV-13 新闻频道,https://smart.pendy.dpdns.org/Smart.php?id=cctv13
中国|CCTV-14 少儿,https://smart.pendy.dpdns.org/Smart.php?id=cctv14
中国|CCTV-6,https://smart.pendy.dpdns.org/Smart.php?id=cctv6
中国|CCTV-15 音乐,https://smart.pendy.dpdns.org/Smart.php?id=cctv15
中国|湖南卫视,https://smart.pendy.dpdns.org/Smart.php?id=hunan_twn
中国|浙江卫视,https://smart.pendy.dpdns.org/Smart.php?id=zhejiang_twn
中国|江苏卫视,https://smart.pendy.dpdns.org/Smart.php?id=jiangsu_twn
中国|深圳卫视,https://smart.pendy.dpdns.org/Smart.php?id=shenzhen
中国|福建东南卫视,https://smart.pendy.dpdns.org/Smart.php?id=fujian
中国|广东南方卫视,https://smart.pendy.dpdns.org/Smart.php?id=nanfang_twn
中国|广东卫视,https://smart.pendy.dpdns.org/Smart.php?id=guangdongweishi_twn
中国|北京卫视,https://smart.pendy.dpdns.org/Smart.php?id=beijing
中国|珠江台,https://smart.pendy.dpdns.org/Smart.php?id=zhujiang
中国|广西卫视,https://smart.pendy.dpdns.org/Smart.php?id=guangxi
中国|湖北卫视,https://smart.pendy.dpdns.org/Smart.php?id=hubei
中国|四川卫视,https://smart.pendy.dpdns.org/Smart.php?id=sichuan_twn
中国|东方卫视,https://smart.pendy.dpdns.org/Smart.php?id=dongfangweishi_twn
中国|CGTN,https://smart.pendy.dpdns.org/Smart.php?id=CGTN
中国|凤凰卫视,https://smart.pendy.dpdns.org/Smart.php?id=phoenixtv_hd
中国|凤凰资讯,https://smart.pendy.dpdns.org/Smart.php?id=phoenixinfo_hd
中国|CCTV-5 体育频道,https://smart.pendy.dpdns.org/Smart.php?id=cctv5
中国|CCTV-5+ 体育赛事 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus

体育,#genre#
体育频道|Astro Premier League 1,https://smart.pendy.dpdns.org/Smart.php?id=go_assp1
体育频道|Astro EPL 1 backup,https://smart.pendy.dpdns.org/Smart.php?id=go_assp1x
体育频道|Astro Premier League 2,https://smart.pendy.dpdns.org/Smart.php?id=go_assp2
体育频道|Astro Grandstand,https://smart.pendy.dpdns.org/Smart.php?id=go_assp3
体育频道|Astro Football,https://smart.pendy.dpdns.org/Smart.php?id=go_assp4
体育频道|Astro Sports Plus,https://smart.pendy.dpdns.org/Smart.php?id=go_sportsplus
体育频道|Astro Badminton 1,https://smart.pendy.dpdns.org/Smart.php?id=go_badminton1
体育频道|Astro Badminton 2,https://smart.pendy.dpdns.org/Smart.php?id=go_badminton2
体育频道|Astro W-Sports,https://smart.pendy.dpdns.org/Smart.php?id=go_assp5
体育频道|Supersports 1,https://smart.pendy.dpdns.org/Smart.php?id=Assp1
体育频道|Supersports 2,https://smart.pendy.dpdns.org/Smart.php?id=Assp2
体育频道|Supersports 3,https://smart.pendy.dpdns.org/Smart.php?id=Assp3
体育频道|Supersports 4,https://smart.pendy.dpdns.org/Smart.php?id=Assp4
体育频道|WWE,https://smart.pendy.dpdns.org/Smart.php?id=Wwe
体育频道|Fight Sports,https://smart.pendy.dpdns.org/Smart.php?id=Fs
体育频道|NBA TV,https://smart.pendy.dpdns.org/Smart.php?id=Nba
体育频道|Astro Cricket,https://smart.pendy.dpdns.org/Smart.php?id=Acricket
体育频道|Astro Golf,https://smart.pendy.dpdns.org/Smart.php?id=Agolf
体育频道|Tnt Sports 1,https://smart.pendy.dpdns.org/Smart.php?id=6fac0aaead
体育频道|TNT Sports 2,https://smart.pendy.dpdns.org/Smart.php?id=d9a76a79cc
体育频道|TNT Sports 3,https://smart.pendy.dpdns.org/Smart.php?id=5fea4d73db
体育频道|TNT Sports 4,https://smart.pendy.dpdns.org/Smart.php?id=tntsport4
体育频道|Sony Ten 1,https://smart.pendy.dpdns.org/Smart.php?id=ten1_raj
体育频道|Sony Ten 2,https://smart.pendy.dpdns.org/Smart.php?id=ten2_raj
体育频道|Sony Ten 3,https://smart.pendy.dpdns.org/Smart.php?id=ten3_raj
体育频道|SPOTV 1 HD,https://smart.pendy.dpdns.org/Smart.php?id=go_spotv
体育频道|SPO TV 2,https://smart.pendy.dpdns.org/Smart.php?id=go_spotv2
体育频道|Skysports F1,https://smart.pendy.dpdns.org/Smart.php?id=tiankongf1
体育频道|Skysports Cricket,https://smart.pendy.dpdns.org/Smart.php?id=tiankongcricket
体育频道|Skysports EPL,https://smart.pendy.dpdns.org/Smart.php?id=tiankongepl
体育频道|Skysports Main Event,https://smart.pendy.dpdns.org/Smart.php?id=tiankongmain
体育频道|Skysports News,https://smart.pendy.dpdns.org/Smart.php?id=tiankongnews
体育频道|Skysports Mix,https://smart.pendy.dpdns.org/Smart.php?id=tiankongmix
体育频道|CCTV-5 体育频道,https://smart.pendy.dpdns.org/Smart.php?id=cctv5
体育频道|CCTV-5+ 体育赛事 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus
体育频道|爱尔达体育2台,https://smart.pendy.dpdns.org/Smart.php?id=eltasport2_twn
体育频道|爱尔达体育3台,https://smart.pendy.dpdns.org/Smart.php?id=eltasport3_twn
体育频道|Rugby Pass TV,https://smart.pendy.dpdns.org/Smart.php?id=Rugbypasstv
体育频道|RTM Sports HD,https://smart.pendy.dpdns.org/Smart.php?id=Rtmsport
体育频道|Arena,https://smart.pendy.dpdns.org/Smart.php?id=Arena
体育频道|Arena 2,https://smart.pendy.dpdns.org/Smart.php?id=Arena2
体育频道|BolaArena 1,https://smart.pendy.dpdns.org/Smart.php?id=Bolaarena1
体育频道|BolaArena 2,https://smart.pendy.dpdns.org/Smart.php?id=Bolaarena2
体育频道|Astro Beinsports 1,https://smart.pendy.dpdns.org/Smart.php?id=Astrobein1
体育频道|Astro Beinsports 2,https://smart.pendy.dpdns.org/Smart.php?id=Astrobein2
体育频道|Astro Beinsports 3,https://smart.pendy.dpdns.org/Smart.php?id=Astrobein3





斯玛特,#genre#
iNews 新闻台,https://smart.pendy.dpdns.org/Smart.php?id=inews_twn
靖天卡通台,https://smart.pendy.dpdns.org/Smart.php?id=jingtiancartoon_twn
台视新闻台,https://smart.pendy.dpdns.org/Smart.php?id=ttvnews_twn
凤凰香港,https://smart.pendy.dpdns.org/Smart.php?id=hkphoenix_twn
凤凰资讯,https://smart.pendy.dpdns.org/Smart.php?id=phoenixinfo_hd
民视台湾台,https://smart.pendy.dpdns.org/Smart.php?id=ftvtaiwan_twn
中视新闻台,https://smart.pendy.dpdns.org/Smart.php?id=zhongshinews_twn
中天亚洲台,https://smart.pendy.dpdns.org/Smart.php?id=ctiasia_twn
龙华经典台,https://smart.pendy.dpdns.org/Smart.php?id=lunghuajingdian_twn
TVBS 欢乐台 （备份）,https://smart.pendy.dpdns.org/Smart.php?id=tvbshuanle_twn
非凡新闻台,https://smart.pendy.dpdns.org/Smart.php?id=feifannews_twn
TVB Asia,https://smart.pendy.dpdns.org/Smart.php?id=Tvbasia
TVBS HD,https://smart.pendy.dpdns.org/Smart.php?id=tvbs
中天新闻 HD,https://smart.pendy.dpdns.org/Smart.php?id=ctinews
纬来电影台,https://smart.pendy.dpdns.org/Smart.php?id=videolandmovie
纬来育乐,https://smart.pendy.dpdns.org/Smart.php?id=videolandyule
卫视电影台,https://smart.pendy.dpdns.org/Smart.php?id=weishimovie_twn
CCTV13,https://smart.pendy.dpdns.org/Smart.php?id=cctv13
民视 HD,https://smart.pendy.dpdns.org/Smart.php?id=ftvhd_taiwan
纬来精彩,https://smart.pendy.dpdns.org/Smart.php?id=videolandspecial_twn
华视 CTS HD,https://smart.pendy.dpdns.org/Smart.php?id=ctshd_twn
东方卫视,https://smart.pendy.dpdns.org/Smart.php?id=dongfangweishi_twn
广西卫视,https://smart.pendy.dpdns.org/Smart.php?id=guangxi
广东卫视,https://smart.pendy.dpdns.org/Smart.php?id=guangdongweishi_twn
深圳卫视,https://smart.pendy.dpdns.org/Smart.php?id=shenzhen
江苏卫视,https://smart.pendy.dpdns.org/Smart.php?id=jiangsu_twn
CCTV9,https://smart.pendy.dpdns.org/Smart.php?id=cctv9hd
CCTV7,https://smart.pendy.dpdns.org/Smart.php?id=cctv7
CCTV5,https://smart.pendy.dpdns.org/Smart.php?id=cctv5
CCTV4,https://smart.pendy.dpdns.org/Smart.php?id=cctv4
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
湖北卫视,https://smart.pendy.dpdns.org/Smart.php?id=hubei
珠江台,https://smart.pendy.dpdns.org/Smart.php?id=zhujiang
湖南卫视,https://smart.pendy.dpdns.org/Smart.php?id=hunan_twn
CCTV15,https://smart.pendy.dpdns.org/Smart.php?id=cctv15
CCTV14,https://smart.pendy.dpdns.org/Smart.php?id=cctv14
CCTV8,https://smart.pendy.dpdns.org/Smart.php?id=cctv8hd
CCTV6,https://smart.pendy.dpdns.org/Smart.php?id=cctv6
CGTN,https://smart.pendy.dpdns.org/Smart.php?id=CGTN
CCTV2,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
靖天国际台,https://smart.pendy.dpdns.org/Smart.php?id=jingtianintl_twn
中视 HD,https://smart.pendy.dpdns.org/Smart.php?id=zhongshihd_twn
CCTV3,https://smart.pendy.dpdns.org/Smart.php?id=cctv3
CCTV-5+ 体育赛事 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus
浙江卫视,https://smart.pendy.dpdns.org/Smart.php?id=zhejiang_twn
福建东南卫视,https://smart.pendy.dpdns.org/Smart.php?id=fujian
三立台湾 Sanli Taiwan,https://smart.pendy.dpdns.org/Smart.php?id=sanlitaiwan
中天综合 CTI Metro,https://smart.pendy.dpdns.org/Smart.php?id=ctizhonghe
台视综合台,https://smart.pendy.dpdns.org/Smart.php?id=ttvzhonghe
北京卫视,https://smart.pendy.dpdns.org/Smart.php?id=beijing

电影,#genre#
周星星,http://dns.yiandrive.com:13571/huya/11342412
成龙,http://dns.yiandrive.com:13571/huya/11342386
